index	genome	identifier	file	clip	scale	sum_stat	description
5634	1	ENCFF619CVT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDD/summary/ENCFF619CVT.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 cortical plate male adult (8 weeks)
5635	1	ENCFF124CBV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDE/summary/ENCFF124CBV.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 ES-Bruce4
5636	1	ENCFF691YDA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDF/summary/ENCFF691YDA.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 heart male adult (8 weeks)
5637	1	ENCFF188DKO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDG/summary/ENCFF188DKO.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 kidney male adult (8 weeks)
5638	1	ENCFF632VNQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDH/summary/ENCFF632VNQ.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 liver male adult (8 weeks)
5639	1	ENCFF387JGJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDI/summary/ENCFF387JGJ.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 embryonic fibroblast male embryo (13.5 weeks)
5640	1	ENCFF470WIY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDJ/summary/ENCFF470WIY.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 spleen male adult (8 weeks)
5641	1	ENCFF034YQZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDK/summary/ENCFF034YQZ.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 heart embryo (14.5 days)
5642	1	ENCFF415BLI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDL/summary/ENCFF415BLI.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 heart embryo (14.5 days)
5643	1	ENCFF227BHG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDM/summary/ENCFF227BHG.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 heart embryo (14.5 days)
5644	1	ENCFF924IWW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDO/summary/ENCFF924IWW.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 placenta female adult (8 weeks)
5645	1	ENCFF844ZFQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDP/summary/ENCFF844ZFQ.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 placenta female adult (8 weeks)
5646	1	ENCFF235ZAJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDQ/summary/ENCFF235ZAJ.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 placenta female adult (8 weeks)
5647	1	ENCFF069XTE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDS/summary/ENCFF069XTE.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 olfactory bulb male adult (8 weeks)
5648	1	ENCFF506KCT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDU/summary/ENCFF506KCT.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 liver embryo (14.5 days)
5649	1	ENCFF309BER	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDV/summary/ENCFF309BER.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 liver embryo (14.5 days)
5650	1	ENCFF850QFU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDW/summary/ENCFF850QFU.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 liver embryo (14.5 days)
5651	1	ENCFF193PLE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CDY/summary/ENCFF193PLE.w5	32	2	mean	CHIP:POLR2A:C57BL/6 olfactory bulb male adult (8 weeks)
5652	1	ENCFF820TWT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEE/summary/ENCFF820TWT.w5	32	2	mean	CHIP:POLR2A:C57BL/6 small intestine male adult (8 weeks)
5653	1	ENCFF946MNK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEF/summary/ENCFF946MNK.w5	32	2	mean	CHIP:CTCF:C57BL/6 testis male adult (8 weeks)
5654	1	ENCFF333YCZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEG/summary/ENCFF333YCZ.w5	32	2	mean	CHIP:POLR2A:C57BL/6 testis male adult (8 weeks)
5655	1	ENCFF344SFV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEJ/summary/ENCFF344SFV.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 heart male adult (8 weeks)
5656	1	ENCFF865YFU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEK/summary/ENCFF865YFU.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 heart male adult (8 weeks)
5657	1	ENCFF042INO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEL/summary/ENCFF042INO.w5	32	2	mean	CHIP:H3K79me2:C57BL/6 heart male adult (8 weeks)
5658	1	ENCFF421ODL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEM/summary/ENCFF421ODL.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 heart male adult (8 weeks)
5659	1	ENCFF172GJQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEN/summary/ENCFF172GJQ.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 liver male adult (8 weeks)
5660	1	ENCFF093JJJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEO/summary/ENCFF093JJJ.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 liver male adult (8 weeks)
5661	1	ENCFF157PQZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEP/summary/ENCFF157PQZ.w5	32	2	mean	CHIP:H3K79me2:C57BL/6 liver male adult (8 weeks)
5662	1	ENCFF265TCP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEQ/summary/ENCFF265TCP.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 liver male adult (8 weeks)
5663	1	ENCFF029TZQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CER/summary/ENCFF029TZQ.w5	32	2	mean	CHIP:H3K27me3:DBA/2 MEL cell line
5664	1	ENCFF207HCQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CES/summary/ENCFF207HCQ.w5	32	2	mean	CHIP:H3K36me3:DBA/2 MEL cell line
5665	1	ENCFF279GJP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CET/summary/ENCFF279GJP.w5	32	2	mean	CHIP:H3K79me2:DBA/2 MEL cell line
5666	1	ENCFF603CPU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEU/summary/ENCFF603CPU.w5	32	2	mean	CHIP:H3K9ac:DBA/2 MEL cell line
5667	1	ENCFF414TDD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEV/summary/ENCFF414TDD.w5	32	2	mean	CHIP:H3K27ac:DBA/2 MEL cell line
5668	1	ENCFF488XKH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEW/summary/ENCFF488XKH.w5	32	2	mean	CHIP:H3K4me1:DBA/2 MEL cell line
5669	1	ENCFF496UKK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEX/summary/ENCFF496UKK.w5	32	2	mean	CHIP:H3K4me3:DBA/2 MEL cell line
5670	1	ENCFF012PBY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CEZ/summary/ENCFF012PBY.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 brown adipose tissue male adult (24 weeks)
5671	1	ENCFF494KRZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFA/summary/ENCFF494KRZ.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 brown adipose tissue male adult (24 weeks)
5672	1	ENCFF966UOI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFB/summary/ENCFF966UOI.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 brown adipose tissue male adult (24 weeks)
5673	1	ENCFF668SMR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFD/summary/ENCFF668SMR.w5	32	2	mean	CHIP:H3K27ac:C57BL/6 bone marrow macrophage male adult (8 weeks)
5674	1	ENCFF167PJA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFE/summary/ENCFF167PJA.w5	32	2	mean	CHIP:H3K4me1:C57BL/6 bone marrow macrophage male adult (8 weeks)
5675	1	ENCFF186XGM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFF/summary/ENCFF186XGM.w5	32	2	mean	CHIP:H3K4me3:C57BL/6 bone marrow macrophage male adult (8 weeks)
5676	1	ENCFF771PZS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFH/summary/ENCFF771PZS.w5	32	2	mean	CHIP:CTCF:DBA/2 MEL cell line
5677	1	ENCFF218UAZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFI/summary/ENCFF218UAZ.w5	32	2	mean	CHIP:POLR2A:DBA/2 MEL cell line
5678	1	ENCFF826OQW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFJ/summary/ENCFF826OQW.w5	32	2	mean	CHIP:CTCF:C57BL/6 bone marrow macrophage male adult (8 weeks)
5679	1	ENCFF575UNY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFK/summary/ENCFF575UNY.w5	32	2	mean	CHIP:POLR2A:C57BL/6 bone marrow macrophage male adult (8 weeks)
5680	1	ENCFF863PEU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFL/summary/ENCFF863PEU.w5	32	2	mean	CHIP:H3K36me3:B10.H-2aH-4bp/Wts CH12.LX
5681	1	ENCFF614WMD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFM/summary/ENCFF614WMD.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 cerebellum male adult (8 weeks)
5682	1	ENCFF316WWL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFN/summary/ENCFF316WWL.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 ES-Bruce4
5683	1	ENCFF109YST	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFO/summary/ENCFF109YST.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 ES-Bruce4
5684	1	ENCFF324KCF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFP/summary/ENCFF324KCF.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 kidney male adult (8 weeks)
5685	1	ENCFF175AIB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFQ/summary/ENCFF175AIB.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 kidney male adult (8 weeks)
5686	1	ENCFF906CRU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFR/summary/ENCFF906CRU.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 small intestine male adult (8 weeks)
5687	1	ENCFF204STH	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFS/summary/ENCFF204STH.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 small intestine male adult (8 weeks)
5688	1	ENCFF911TSZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFT/summary/ENCFF911TSZ.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 spleen male adult (8 weeks)
5689	1	ENCFF974RAM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFU/summary/ENCFF974RAM.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 testis male adult (8 weeks)
5690	1	ENCFF287DIJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFV/summary/ENCFF287DIJ.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 thymus male adult (8 weeks)
5691	1	ENCFF655NSX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFX/summary/ENCFF655NSX.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 splenic B cell male adult (8 weeks)
5692	1	ENCFF198YXO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFY/summary/ENCFF198YXO.w5	32	2	mean	CHIP:H3K36me3:C57BL/6 splenic B cell male adult (8 weeks)
5693	1	ENCFF857TIJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CFZ/summary/ENCFF857TIJ.w5	32	2	mean	CHIP:H3K9me3:C57BL/6 ES-Bruce4
5694	1	ENCFF576XZZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGA/summary/ENCFF576XZZ.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 spleen male adult (8 weeks)
5695	1	ENCFF443EON	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGB/summary/ENCFF443EON.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 testis male adult (8 weeks)
5696	1	ENCFF476YTS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGC/summary/ENCFF476YTS.w5	32	2	mean	CHIP:H3K27me3:C57BL/6 thymus male adult (8 weeks)
5697	1	ENCFF819RQI	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGH/summary/ENCFF819RQI.w5	32	2	mean	CHIP:H3K4me1:B10.H-2aH-4bp/Wts CH12.LX
5698	1	ENCFF122GDX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGI/summary/ENCFF122GDX.w5	32	2	mean	CHIP:H3K4me2:B10.H-2aH-4bp/Wts CH12.LX
5699	1	ENCFF867PYD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGJ/summary/ENCFF867PYD.w5	32	2	mean	CHIP:H3K27ac:B10.H-2aH-4bp/Wts CH12.LX
5700	1	ENCFF500BXF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGK/summary/ENCFF500BXF.w5	32	2	mean	CHIP:H3K4me3:B10.H-2aH-4bp/Wts CH12.LX
5701	1	ENCFF250LUT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGL/summary/ENCFF250LUT.w5	32	2	mean	CHIP:H3K9ac:B10.H-2aH-4bp/Wts CH12.LX
5702	1	ENCFF840JAO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGM/summary/ENCFF840JAO.w5	32	2	mean	CHIP:H3K79me2:B10.H-2aH-4bp/Wts CH12.LX
5703	1	ENCFF899GLT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGN/summary/ENCFF899GLT.w5	32	2	mean	CHIP:H3K4me1:129 ES-E14
5704	1	ENCFF857GJE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGO/summary/ENCFF857GJE.w5	32	2	mean	CHIP:H3K4me3:129 ES-E14
5705	1	ENCFF809IES	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGP/summary/ENCFF809IES.w5	32	2	mean	CHIP:H3K9ac:129 ES-E14
5706	1	ENCFF163HEV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGQ/summary/ENCFF163HEV.w5	32	2	mean	CHIP:H3K27ac:129 ES-E14
5707	1	ENCFF111CIF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGR/summary/ENCFF111CIF.w5	32	2	mean	CHIP:H3K36me3:129 ES-E14
5708	1	ENCFF609ZSZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000CGS/summary/ENCFF609ZSZ.w5	32	2	mean	CHIP:H3K9ac:C57BL/6 ES-Bruce4
5709	1	ENCFF460EAQ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHD/summary/ENCFF460EAQ.w5	32	2	mean	CHIP:FLI1:CD-1 megakaryocyte embryo (14.5 days)
5710	1	ENCFF331NCU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHF/summary/ENCFF331NCU.w5	32	2	mean	CHIP:H3K27me3:CD-1 megakaryocyte embryo (14.5 days)
5711	1	ENCFF612WPA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHG/summary/ENCFF612WPA.w5	32	2	mean	CHIP:H3K4me3:CD-1 erythroblast embryo (14.5 days)
5712	1	ENCFF851DGO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHH/summary/ENCFF851DGO.w5	32	2	mean	CHIP:H3K9me3:CD-1 megakaryocyte embryo (14.5 days)
5713	1	ENCFF410HES	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHI/summary/ENCFF410HES.w5	32	2	mean	CHIP:H3K36me3:CD-1 megakaryocyte embryo (14.5 days)
5714	1	ENCFF797MYD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHJ/summary/ENCFF797MYD.w5	32	2	mean	CHIP:H3K9me3:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5715	1	ENCFF007WLT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHK/summary/ENCFF007WLT.w5	32	2	mean	CHIP:H3K4me1:CD-1 erythroblast embryo (14.5 days)
5716	1	ENCFF034FFR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHL/summary/ENCFF034FFR.w5	32	2	mean	CHIP:H3K36me3:CD-1 erythroblast embryo (14.5 days)
5717	1	ENCFF140MAG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHM/summary/ENCFF140MAG.w5	32	2	mean	CHIP:H3K9me3:129 G1E
5718	1	ENCFF277AAJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHN/summary/ENCFF277AAJ.w5	32	2	mean	CHIP:H3K9me3:CD-1 erythroblast embryo (14.5 days)
5719	1	ENCFF662VCX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHO/summary/ENCFF662VCX.w5	32	2	mean	CHIP:H3K9me3:B10.H-2aH-4bp/Wts CH12.LX
5720	1	ENCFF220KWG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHP/summary/ENCFF220KWG.w5	32	2	mean	CHIP:H3K27me3:CD-1 erythroblast embryo (14.5 days)
5721	1	ENCFF751XSP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHQ/summary/ENCFF751XSP.w5	32	2	mean	CHIP:H3K4me1:B10.H-2aH-4bp/Wts CH12.LX
5722	1	ENCFF817HHK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHR/summary/ENCFF817HHK.w5	32	2	mean	CHIP:H3K4me1:CD-1 megakaryocyte embryo (14.5 days)
5723	1	ENCFF750FWM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHS/summary/ENCFF750FWM.w5	32	2	mean	CHIP:H3K36me3:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5724	1	ENCFF211IXB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHT/summary/ENCFF211IXB.w5	32	2	mean	CHIP:H3K4me3:CD-1 megakaryocyte embryo (14.5 days)
5725	1	ENCFF288OKN	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHU/summary/ENCFF288OKN.w5	32	2	mean	CHIP:H3K4me3:B10.H-2aH-4bp/Wts CH12.LX
5726	1	ENCFF613LOW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHV/summary/ENCFF613LOW.w5	32	2	mean	CHIP:H3K36me3:129 G1E
5727	1	ENCFF601MZE	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHW/summary/ENCFF601MZE.w5	32	2	mean	CHIP:H3K36me3:B10.H-2aH-4bp/Wts CH12.LX
5728	1	ENCFF541KFF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHX/summary/ENCFF541KFF.w5	32	2	mean	CHIP:H3K27me3:129 G1E
5729	1	ENCFF923MXW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHY/summary/ENCFF923MXW.w5	32	2	mean	CHIP:H3K27me3:B10.H-2aH-4bp/Wts CH12.LX
5730	1	ENCFF398WUM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DHZ/summary/ENCFF398WUM.w5	32	2	mean	CHIP:POLR2AphosphoS5:DBA/2 MEL cell line
5731	1	ENCFF302RFZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIA/summary/ENCFF302RFZ.w5	32	2	mean	CHIP:TAL1:DBA/2 MEL cell line
5732	1	ENCFF860JAB	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIC/summary/ENCFF860JAB.w5	32	2	mean	CHIP:GATA1:129 G1E
5733	1	ENCFF367IMF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DID/summary/ENCFF367IMF.w5	32	2	mean	CHIP:GATA2:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5734	1	ENCFF630HUU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIE/summary/ENCFF630HUU.w5	32	2	mean	CHIP:GATA2:129 G1E
5735	1	ENCFF754BDS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIF/summary/ENCFF754BDS.w5	32	2	mean	CHIP:POLR2AphosphoS5:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5736	1	ENCFF561RBC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIG/summary/ENCFF561RBC.w5	32	2	mean	CHIP:POLR2AphosphoS5:129 G1E
5737	1	ENCFF636WAD	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIH/summary/ENCFF636WAD.w5	32	2	mean	CHIP:PAX5:B10.H-2aH-4bp/Wts CH12.LX
5738	1	ENCFF779AOL	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIL/summary/ENCFF779AOL.w5	32	2	mean	CHIP:GATA1:CD-1 erythroblast embryo (14.5 days)
5739	1	ENCFF653ZIY	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIM/summary/ENCFF653ZIY.w5	32	2	mean	CHIP:TAL1:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5740	1	ENCFF263FFV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIN/summary/ENCFF263FFV.w5	32	2	mean	CHIP:TAL1:129 G1E
5741	1	ENCFF498RZJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIP/summary/ENCFF498RZJ.w5	32	2	mean	CHIP:CTCF:DBA/2 MEL cell line
5742	1	ENCFF279GQJ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIQ/summary/ENCFF279GQJ.w5	32	2	mean	CHIP:GATA1:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5743	1	ENCFF816XFR	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIR/summary/ENCFF816XFR.w5	32	2	mean	CHIP:CTCF:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5744	1	ENCFF938UFC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIS/summary/ENCFF938UFC.w5	32	2	mean	CHIP:CTCF:129 G1E
5745	1	ENCFF844EOO	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIU/summary/ENCFF844EOO.w5	32	2	mean	CHIP:CTCF:B10.H-2aH-4bp/Wts CH12.LX
5746	1	ENCFF299BAW	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIW/summary/ENCFF299BAW.w5	32	2	mean	CHIP:H3K4me3:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5747	1	ENCFF249XCU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIX/summary/ENCFF249XCU.w5	32	2	mean	CHIP:H3K4me3:129 G1E
5748	1	ENCFF469EMZ	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIY/summary/ENCFF469EMZ.w5	32	2	mean	CHIP:H3K4me1:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5749	1	ENCFF999SUS	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DIZ/summary/ENCFF999SUS.w5	32	2	mean	CHIP:H3K27me3:129 G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
5750	1	ENCFF289VIM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000DJB/summary/ENCFF289VIM.w5	32	2	mean	CHIP:H3K4me1:129 G1E
5751	1	ENCFF365FLT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQO/summary/ENCFF365FLT.w5	32	2	mean	CHIP:ZNF384:B10.H-2aH-4bp/Wts CH12.LX
5752	1	ENCFF133UFU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQP/summary/ENCFF133UFU.w5	32	2	mean	CHIP:ZMIZ1:B10.H-2aH-4bp/Wts CH12.LX
5753	1	ENCFF429LKF	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQQ/summary/ENCFF429LKF.w5	32	2	mean	CHIP:ZC3H11A:B10.H-2aH-4bp/Wts CH12.LX
5754	1	ENCFF781WYP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQR/summary/ENCFF781WYP.w5	32	2	mean	CHIP:HCFC1:B10.H-2aH-4bp/Wts CH12.LX
5755	1	ENCFF985RMX	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQS/summary/ENCFF985RMX.w5	32	2	mean	CHIP:GABPA:B10.H-2aH-4bp/Wts CH12.LX
5756	1	ENCFF283POK	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQT/summary/ENCFF283POK.w5	32	2	mean	CHIP:MAZ:B10.H-2aH-4bp/Wts CH12.LX
5757	1	ENCFF835AUM	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQU/summary/ENCFF835AUM.w5	32	2	mean	CHIP:KAT2A:B10.H-2aH-4bp/Wts CH12.LX
5758	1	ENCFF217FQC	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQV/summary/ENCFF217FQC.w5	32	2	mean	CHIP:CHD1:B10.H-2aH-4bp/Wts CH12.LX
5759	1	ENCFF411YYG	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQW/summary/ENCFF411YYG.w5	32	2	mean	CHIP:ZKSCAN1:B10.H-2aH-4bp/Wts CH12.LX
5760	1	ENCFF950EEV	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQX/summary/ENCFF950EEV.w5	32	2	mean	CHIP:UBTF:B10.H-2aH-4bp/Wts CH12.LX
5761	1	ENCFF659WQU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQY/summary/ENCFF659WQU.w5	32	2	mean	CHIP:SIN3A:B10.H-2aH-4bp/Wts CH12.LX
5762	1	ENCFF210EXT	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000EQZ/summary/ENCFF210EXT.w5	32	2	mean	CHIP:RCOR1:B10.H-2aH-4bp/Wts CH12.LX
5763	1	ENCFF165JVA	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERA/summary/ENCFF165JVA.w5	32	2	mean	CHIP:ETS1:B10.H-2aH-4bp/Wts CH12.LX
5764	1	ENCFF727IMP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERB/summary/ENCFF727IMP.w5	32	2	mean	CHIP:MAFK:B10.H-2aH-4bp/Wts CH12.LX
5765	1	ENCFF668KLU	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERC/summary/ENCFF668KLU.w5	32	2	mean	CHIP:BHLHE40:B10.H-2aH-4bp/Wts CH12.LX
5766	1	ENCFF775LKP	/home/drk/tillage/datasets/mouse/chip/encode/ENCSR000ERD/summary/ENCFF775LKP.w5	32	2	mean	CHIP:NELFE:B10.H-2aH-4bp/Wts CH12.LX
